Accession,Organism,Host,Geo_loc_name
KU311735.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311734.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311733.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311732.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311731.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311730.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311729.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311728.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311727.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311726.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311725.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311724.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311723.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311722.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311721.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311720.1,Blastocystis sp.,Homo sapiens,Lebanon
LT222071.1,Blastocystis sp. subtype 5,N/A,N/A
LT222070.1,Blastocystis sp. subtype 5,N/A,N/A
LT222069.1,Blastocystis sp. subtype 2,N/A,N/A
LT222068.1,Blastocystis sp. subtype 2,N/A,N/A
LT222067.1,Blastocystis sp. subtype 3,N/A,N/A
LT222066.1,Blastocystis sp. subtype 3,N/A,N/A
KT819623.1,Blastocystis sp.,Homo sapiens,Thailand
KT819622.1,Blastocystis sp.,Homo sapiens,Thailand
KT819621.1,Blastocystis sp.,Homo sapiens,Thailand
KT819620.1,Blastocystis sp.,Homo sapiens,Thailand
KT819619.1,Blastocystis sp.,N/A,Thailand
KT819618.1,Blastocystis sp.,N/A,Thailand
KT819617.1,Blastocystis sp.,N/A,Thailand
KT819616.1,Blastocystis sp.,N/A,Thailand
KT819615.1,Blastocystis sp.,pig,Thailand
KT819614.1,Blastocystis sp.,pig,Thailand
KT819613.1,Blastocystis sp.,pig,Thailand
KT819612.1,Blastocystis sp.,pig,Thailand
KT819611.1,Blastocystis sp.,pig,Thailand
KT819610.1,Blastocystis sp.,pig,Thailand
KT819609.1,Blastocystis sp.,pig,Thailand
KT819608.1,Blastocystis sp.,pig,Thailand
KT819607.1,Blastocystis sp.,pig,Thailand
KT819606.1,Blastocystis sp.,pig,Thailand
KT819605.1,Blastocystis sp.,pig,Thailand
KT819604.1,Blastocystis sp.,pig,Thailand
KT819603.1,Blastocystis sp.,pig,Thailand
KT819602.1,Blastocystis sp.,pig,Thailand
KT819601.1,Blastocystis sp.,pig,Thailand
KT819600.1,Blastocystis sp.,pig,Thailand
KT819599.1,Blastocystis sp.,pig,Thailand
KT819598.1,Blastocystis sp.,pig,Thailand
KT819597.1,Blastocystis sp.,pig,Thailand
KT819596.1,Blastocystis sp.,pig,Thailand
KT819595.1,Blastocystis sp.,pig,Thailand
KT819594.1,Blastocystis sp.,pig,Thailand
KT819593.1,Blastocystis sp.,pig,Thailand
KT819592.1,Blastocystis sp.,pig,Thailand
KT819591.1,Blastocystis sp.,pig,Thailand
KT819590.1,Blastocystis sp.,pig,Thailand
KT819589.1,Blastocystis sp.,pig,Thailand
KT819588.1,Blastocystis sp.,pig,Thailand
AB915214.1,Blastocystis sp. BMB-2014,Homo sapiens,Iran
AB915213.1,Blastocystis sp. BMB-2014,Homo sapiens,Iran
AB915212.1,Blastocystis sp. BMB-2014,Homo sapiens,Iran
AB915211.1,Blastocystis sp. BMB-2014,Homo sapiens,Iran
AB915210.1,Blastocystis sp. BMB-2014,Homo sapiens,Iran
AB915209.1,Blastocystis sp. BMB-2014,Homo sapiens,Iran
AB915208.1,Blastocystis sp. BMB-2014,Homo sapiens,Iran
AB915207.1,Blastocystis sp. BMB-2014,Homo sapiens,Iran
AB915206.1,Blastocystis sp. BMB-2014,Homo sapiens,Iran
AB915205.1,Blastocystis sp. BMB-2014,Homo sapiens,Iran
AB915204.1,Blastocystis sp. BMB-2014,Homo sapiens,Iran
AB915203.1,Blastocystis sp. BMB-2014,Homo sapiens,Iran
AB915202.1,Blastocystis sp. BMB-2014,Homo sapiens,Iran
AB915201.1,Blastocystis sp. BMB-2014,Homo sapiens,Iran
AB915200.1,Blastocystis sp. BMB-2014,Homo sapiens,Iran
AB915199.1,Blastocystis sp. BMB-2014,Homo sapiens,Iran
AB915198.1,Blastocystis sp. BMB-2014,Homo sapiens,Iran
AB915197.1,Blastocystis sp. BMB-2014,Homo sapiens,Iran
AB915196.1,Blastocystis sp. BMB-2014,Homo sapiens,Iran
AB915195.1,Blastocystis sp. BMB-2014,Homo sapiens,Iran
AB915194.1,Blastocystis sp. BMB-2014,Homo sapiens,Iran
KP890050.1,Blastocystis sp. subtype 2,dog,France
KP890049.1,Blastocystis sp. subtype 2,dog,France
KP890048.1,Blastocystis sp. subtype 10,dog,France
KP890047.1,Blastocystis sp. subtype 10,dog,France
KP284175.1,Blastocystis sp. subtype 8,Homo sapiens,Italy
KP284174.1,Blastocystis sp. subtype 6,Homo sapiens,Italy
KP284173.1,Blastocystis sp. subtype 4,Homo sapiens,Italy
KP284172.1,Blastocystis sp. subtype 3,Homo sapiens,Italy
KP284171.1,Blastocystis sp. subtype 3,Homo sapiens,Italy
KP284170.1,Blastocystis sp. subtype 2,Homo sapiens,Italy
KP284169.1,Blastocystis sp. subtype 2,Homo sapiens,Italy
KP284168.1,Blastocystis sp. subtype 1,Homo sapiens,Italy
KP284167.1,Blastocystis sp. subtype 1,Homo sapiens,Italy
KM438236.1,Blastocystis sp. subtype 17,Homo sapiens,India
KM438235.1,Blastocystis sp. subtype 20,Homo sapiens,Sri Lanka
KM438234.1,Blastocystis sp. subtype 31,Homo sapiens,Ethiopia
KM438233.1,Blastocystis sp. subtype 8,Homo sapiens,India
KM438232.1,Blastocystis sp. subtype 12,Homo sapiens,Sri Lanka
KM438231.1,Blastocystis sp. subtype 15,Homo sapiens,Bangladesh
KM438230.1,Blastocystis sp. subtype 10,Homo sapiens,Indonesia
KM438229.1,Blastocystis sp. subtype 11,Homo sapiens,Philippines
KM438228.1,Blastocystis sp. subtype 16,Homo sapiens,India
KM438227.1,Blastocystis sp. subtype 27,Homo sapiens,Ethiopia
KM438226.1,Blastocystis sp. subtype 9,Homo sapiens,India
KM438225.1,Blastocystis sp. subtype 7,Homo sapiens,Nepal
KM438224.1,Blastocystis sp. subtype 28,Homo sapiens,Nepal
KM438223.1,Blastocystis sp. subtype 25,Homo sapiens,Bangladesh
KM438222.1,Blastocystis sp. subtype 22,Homo sapiens,Ethiopia
KM438221.1,Blastocystis sp. subtype 1,Homo sapiens,Bangladesh
KM438220.1,Blastocystis sp. subtype 13,Homo sapiens,Nepal
KM438219.1,Blastocystis sp. subtype 30,Homo sapiens,Indonesia
KM438218.1,Blastocystis sp. subtype 2,Homo sapiens,Ethiopia
KM438217.1,Blastocystis sp. subtype 6,Homo sapiens,Bangladesh
KM438216.1,Blastocystis sp. subtype 5,Homo sapiens,India
KM438215.1,Blastocystis sp. subtype 23,Homo sapiens,Indonesia
KM438214.1,Blastocystis sp. subtype 26,Homo sapiens,India
KM438213.1,Blastocystis sp. subtype 3,Homo sapiens,Nepal
KM438212.1,Blastocystis sp. subtype 29,Homo sapiens,Indonesia
KM438211.1,Blastocystis sp. subtype 33,Homo sapiens,Nepal
KM438210.1,Blastocystis sp. subtype 21,Homo sapiens,Bangladesh
KM438209.1,Blastocystis sp. subtype 19,Homo sapiens,India
KM438208.1,Blastocystis sp. subtype 14,Homo sapiens,Bangladesh
KM438207.1,Blastocystis sp. subtype 24,Homo sapiens,Indonesia
KM438206.1,Blastocystis sp. subtype 4,Homo sapiens,Philippines
KM438205.1,Blastocystis sp. subtype 18,Homo sapiens,Indonesia
KM438204.1,Blastocystis sp. subtype 32,Homo sapiens,India
KP974170.1,uncultured Blastocystis sp.,Homo sapiens,N/A
KR000003.1,uncultured Blastocystis sp.,Homo sapiens,N/A
KP675947.1,Blastocystis hominis,Homo sapiens,Poland
LC068912.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068911.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068910.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068909.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068908.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068907.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068906.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068905.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068904.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068903.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068902.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068901.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068900.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068899.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068898.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068897.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068896.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068895.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068894.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068893.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068892.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068891.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068890.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068889.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068888.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068887.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068886.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068885.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068884.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068883.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068882.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068881.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068880.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068879.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068878.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068877.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068876.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068875.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068874.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068873.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068872.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068871.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068870.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068869.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068868.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068867.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
LC068866.1,Blastocystis hominis,Homo sapiens,Iran:khuzestan
KP244359.1,Blastocystis hominis,Homo sapiens,Iran
KP244358.1,Blastocystis hominis,Homo sapiens,Iran
KP244357.1,Blastocystis hominis,Homo sapiens,Iran
KP244356.1,Blastocystis hominis,Homo sapiens,Iran
KP244355.1,Blastocystis hominis,Homo sapiens,Iran
KP244354.1,Blastocystis hominis,Homo sapiens,Iran
KP244353.1,Blastocystis hominis,Homo sapiens,Iran
KP244352.1,Blastocystis hominis,Homo sapiens,Iran
KP244351.1,Blastocystis hominis,Homo sapiens,Iran
KP244350.1,Blastocystis hominis,Homo sapiens,Iran
KP244349.1,Blastocystis hominis,Homo sapiens,Iran
KP244348.1,Blastocystis hominis,Homo sapiens,Iran
KP244347.1,Blastocystis hominis,Homo sapiens,Iran
KP244346.1,Blastocystis hominis,Homo sapiens,Iran
KP244345.1,Blastocystis hominis,Homo sapiens,Iran
KP244344.1,Blastocystis hominis,Homo sapiens,Iran
KP244343.1,Blastocystis hominis,Homo sapiens,Iran
KP244342.1,Blastocystis hominis,Homo sapiens,Iran
KP244341.1,Blastocystis hominis,Homo sapiens,Iran
KP244340.1,Blastocystis hominis,Homo sapiens,Iran
KP244339.1,Blastocystis hominis,Homo sapiens,Iran
KP244338.1,Blastocystis hominis,Homo sapiens,Iran
KM116078.1,Blastocystis sp. A25,Homo sapiens,Thailand: Mahasarakham
KM116077.1,Blastocystis sp. A24,Homo sapiens,Thailand: Khon Kaen
KM116076.1,Blastocystis sp. A23,Homo sapiens,Thailand: Khon Kaen
KM116075.1,Blastocystis sp. A20,Homo sapiens,Thailand: Loei
KM116074.1,Blastocystis sp. A19,Homo sapiens,Thailand: Khon Kaen
KM116073.1,Blastocystis sp. A15,Homo sapiens,Thailand: Loei
KM116072.1,Blastocystis sp. A14,Homo sapiens,Thailand: Khon Kaen
KM116071.1,Blastocystis sp. A13,Homo sapiens,Thailand: Chaiyaphum
KM116070.1,Blastocystis sp. A12,Homo sapiens,Thailand: Chaiyaphum
KM116069.1,Blastocystis sp. A11,Homo sapiens,Thailand: Nakhon ratchasima
KM116068.1,Blastocystis sp. A10,Homo sapiens,Thailand: Nakhon ratchasima
KM116067.1,Blastocystis sp. A9,Homo sapiens,Thailand: Nakhon phanom
KM116066.1,Blastocystis sp. A8,Homo sapiens,Thailand: Khon Kaen
KM116065.1,Blastocystis sp. A7,Homo sapiens,Thailand: Mahasarakham
KM116064.1,Blastocystis sp. A6,Homo sapiens,Thailand: Sakon nakhon
KM116063.1,Blastocystis sp. A5,Homo sapiens,Thailand: Surin
KM116062.1,Blastocystis sp. A4,Homo sapiens,Thailand: Kalasin
KM116061.1,Blastocystis sp. A3,Homo sapiens,Thailand: Mahasarakham
KM116060.1,Blastocystis sp. A2,Homo sapiens,Thailand: Khon Kaen
KM116059.1,Blastocystis sp. A1,Homo sapiens,Thailand: Mahasarakham
KP734167.1,Blastocystis sp. SM101,Homo sapiens,Brazil: Santa Maria
KP734166.1,Blastocystis sp. SM97,Homo sapiens,Brazil: Santa Maria
JQ974946.1,Blastocystis sp. subtype 8,Lemur catta,Czech Republic: ZOO Plzen
JQ974945.1,Blastocystis sp. subtype 8,Pan troglodytes,Czech Republic: ZOO Liberec
JQ974944.1,Blastocystis sp. subtype 5,Pan troglodytes,Czech Republic: ZOO Plzen
JQ974943.1,Blastocystis sp. subtype 4,Otolemur garnettii,Czech Republic: ZOO Plzen
JQ974942.1,Blastocystis sp. subtype 4,Eulemur albifrons,Czech Republic: ZOO Brno
JQ974941.1,Blastocystis sp. subtype 4,Varecia variegata,Czech Republic: ZOO Plzen
JQ974940.1,Blastocystis sp. subtype 3,Homo sapiens,Czech Republic
JQ974939.1,Blastocystis sp. subtype 2,Pan troglodytes,Czech Republic: ZOO Ostrava
JQ974938.1,Blastocystis sp. subtype 2,Pan troglodytes,Czech Republic: ZOO Ostrava
JQ974937.1,Blastocystis sp. subtype 1,Pan troglodytes,Czech Republic: ZOO Ostrava
JQ974936.1,Blastocystis sp. subtype 1,Pan troglodytes,Uganda: Kalinzu Forest Reserve
JQ974935.1,Blastocystis sp. subtype 1,Pan troglodytes,Uganda: Kalinzu Forest Reserve
JQ974934.1,Blastocystis sp. subtype 1,Pan troglodytes,Uganda: Kalinzu Forest Reserve
JQ974933.1,Blastocystis sp. subtype 1,Pan troglodytes,Uganda: Kalinzu Forest Reserve
JQ974932.1,Blastocystis sp. subtype 1,Pan troglodytes,Uganda: Kalinzu Forest Reserve
JQ974931.1,Blastocystis sp. subtype 1,Pan troglodytes,Uganda: Kalinzu Forest Reserve
JQ974930.1,Blastocystis sp. subtype 1,Hylobates lar,Czech Republic: ZOO Plzen
JQ974929.1,Blastocystis sp. subtype 1,Cercopithecus neglectus,Czech Republic: ZOO Plzen
JQ974928.1,Blastocystis sp. subtype 1,Homo sapiens,Czech Republic
JQ974927.1,Blastocystis sp. subtype 1,Macaca silenus,Czech Republic: ZOO Ostrava
JQ974926.1,Blastocystis sp. subtype 1,Papio anubis,Czech Republic: ZOO Brno
JQ974925.1,Blastocystis sp. subtype 1,Homo sapiens,Czech Republic
JQ974924.1,Blastocystis sp. subtype 1,Hylobates syndactylus,Czech Republic: ZOO Ostrava
JQ974923.1,Blastocystis sp. subtype 1,Pan troglodytes,Czech Republic: ZOO Ostrava
JQ974922.1,Blastocystis sp. subtype 1,Homo sapiens,Uganda
EU445487.1,Blastocystis sp. P11,pig,N/A
EU445491.1,Blastocystis sp. M24,monkey,N/A
KM374619.1,Blastocystis sp. subtype 2,Homo sapiens,Ecuador
KM374618.1,Blastocystis sp. subtype 3,Homo sapiens,Ecuador
KM374617.1,Blastocystis sp. subtype 3,Homo sapiens,Ecuador
KM374616.1,Blastocystis sp. subtype 2,Homo sapiens,Ecuador
KM374615.1,Blastocystis sp. subtype 2,Homo sapiens,Ecuador
KM374614.1,Blastocystis sp. subtype 2,Homo sapiens,Ecuador
KM374613.1,Blastocystis sp. subtype 1,Homo sapiens,Ecuador
KM374612.1,Blastocystis sp. subtype 1,Homo sapiens,Ecuador
KM374611.1,Blastocystis sp. subtype 1,Homo sapiens,Ecuador
KM374610.1,Blastocystis sp. subtype 8,Alouatta palliata aequatorialis,Ecuador
KM374609.1,Blastocystis sp. subtype 8,Alouatta palliata aequatorialis,Ecuador
KM374608.1,Blastocystis sp. subtype 8,Alouatta palliata aequatorialis,Ecuador
KM213513.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213512.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213511.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213510.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213509.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213508.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213507.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213506.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213505.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213503.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213502.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213501.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213500.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213499.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213498.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213497.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213496.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213495.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213494.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213493.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213492.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213491.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213490.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213489.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213488.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213487.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213486.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213485.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213484.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213483.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213482.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213481.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213480.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213479.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213478.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213477.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213476.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213475.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213474.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213473.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213472.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213471.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213470.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213469.1,Blastocystis hominis,Homo sapiens,Mexico: Michoacan
KM213468.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213467.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213466.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213465.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213464.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213463.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213462.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213461.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213460.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213459.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213458.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213457.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213456.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213455.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213454.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213453.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213452.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213451.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213450.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213449.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213448.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213447.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213446.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213445.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213444.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213443.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213442.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213441.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213440.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213439.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213438.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213437.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213436.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213435.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213434.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213433.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213432.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213431.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213430.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213429.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213428.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213427.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213426.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
KM213425.1,Blastocystis hominis,Homo sapiens,Mexico: Michocan
JX159285.1,uncultured Blastocystis sp.,gorilla,N/A
JX159284.1,uncultured Blastocystis sp.,gorilla,N/A
JX159283.1,uncultured Blastocystis sp.,gorilla,N/A
JX159282.1,uncultured Blastocystis sp.,gorilla,N/A
JX159280.1,uncultured Blastocystis sp.,gorilla,N/A
JX159278.1,uncultured Blastocystis sp.,gorilla,N/A
JX159277.1,uncultured Blastocystis sp.,gorilla,N/A
JX159275.1,uncultured Blastocystis sp.,gorilla,N/A
JX159274.1,uncultured Blastocystis sp.,gorilla,N/A
JX159273.1,uncultured Blastocystis sp.,gorilla,N/A
JX159271.1,uncultured Blastocystis sp.,gorilla,N/A
JX159270.1,uncultured Blastocystis sp.,gorilla,N/A
JX159269.1,uncultured Blastocystis sp.,gorilla,N/A
JX159268.1,uncultured Blastocystis sp.,gorilla,N/A
JX159267.1,uncultured Blastocystis sp.,gorilla,N/A
JX159266.1,uncultured Blastocystis sp.,gorilla,N/A
JX159264.1,uncultured Blastocystis sp.,gorilla,N/A
JX159263.1,uncultured Blastocystis sp.,gorilla,N/A
JX159262.1,uncultured Blastocystis sp.,gorilla,N/A
JX159261.1,uncultured Blastocystis sp.,gorilla,N/A
JX159260.1,uncultured Blastocystis sp.,gorilla,N/A
JX159259.1,uncultured Blastocystis sp.,gorilla,N/A
JX159257.1,uncultured Blastocystis sp.,gorilla,N/A
JX159256.1,uncultured Blastocystis sp.,gorilla,N/A
JX159255.1,uncultured Blastocystis sp.,gorilla,N/A
JX159253.1,uncultured Blastocystis sp.,gorilla,N/A
JX159252.1,uncultured Blastocystis sp.,gorilla,N/A
JX159251.1,uncultured Blastocystis sp.,gorilla,N/A
JX159250.1,uncultured Blastocystis sp.,gorilla,N/A
JX159249.1,uncultured Blastocystis sp.,gorilla,N/A
JX159247.1,uncultured Blastocystis sp.,gorilla,N/A
JX159246.1,uncultured Blastocystis sp.,gorilla,N/A
JX159245.1,uncultured Blastocystis sp.,gorilla,N/A
JX159244.1,uncultured Blastocystis sp.,gorilla,N/A
JX159243.1,uncultured Blastocystis sp.,gorilla,N/A
JX159241.1,uncultured Blastocystis sp.,gorilla,N/A
JX159240.1,uncultured Blastocystis sp.,gorilla,N/A
JX159239.1,uncultured Blastocystis sp.,gorilla,N/A
JX159238.1,uncultured Blastocystis sp.,gorilla,N/A
JX159034.1,uncultured Blastocystis sp.,gorilla,N/A
JX159024.1,uncultured Blastocystis sp.,gorilla,N/A
JX158979.1,uncultured Blastocystis sp.,gorilla,N/A
JX158969.1,uncultured Blastocystis sp.,gorilla,N/A
JX158962.1,uncultured Blastocystis sp.,gorilla,N/A
JX158956.1,uncultured Blastocystis sp.,gorilla,N/A
JX158949.1,uncultured Blastocystis sp.,gorilla,N/A
JX158946.1,uncultured Blastocystis sp.,gorilla,N/A
JX158758.1,uncultured Blastocystis sp.,gorilla,N/A
JX158740.1,uncultured Blastocystis sp.,gorilla,N/A
JX158732.1,uncultured Blastocystis sp.,gorilla,N/A
JX158729.1,uncultured Blastocystis sp.,gorilla,N/A
JX158719.1,uncultured Blastocystis sp.,gorilla,N/A
JX158702.1,uncultured Blastocystis sp.,gorilla,N/A
JX158691.1,uncultured Blastocystis sp.,gorilla,N/A
JX158686.1,uncultured Blastocystis sp.,gorilla,N/A
JX158683.1,uncultured Blastocystis sp.,gorilla,N/A
JX158528.1,uncultured Blastocystis sp.,gorilla,N/A
JX158521.1,uncultured Blastocystis sp.,gorilla,N/A
JX158517.1,uncultured Blastocystis sp.,gorilla,N/A
JX158496.1,uncultured Blastocystis sp.,gorilla,N/A
KF768292.1,uncultured Blastocystis sp.,Homo sapiens,N/A
KC922293.1,uncultured Blastocystis sp.,sheep,China
KC922227.1,uncultured Blastocystis sp.,cattle,China
KC922164.1,uncultured Blastocystis sp.,cattle,China
KC922159.1,uncultured Blastocystis sp.,cattle,China
KC922157.1,uncultured Blastocystis sp.,cattle,China
KC922151.1,uncultured Blastocystis sp.,cattle,China
